orbit_lengths	representatives
2,2,2,2,2,2,2,2,4,4,4,4,4,6,6,6,6,12,12,12,12,12	7
2,2,2,2,2,2,2,2,4,4,4,6,6,6,6,6,6,6,6,8,12,12,12	7
2,2,2,2,2,2,2,2,4,4,8,8,8,8,8,8,8,8,32	7
2,2,2,2,2,2,2,2,4,6,6,6,6,12,16,16,16,16	7
2,2,2,2,2,2,4,4,4,4,6,6,6,6,8,12,12,12,24	7
2,2,2,2,2,2,4,4,6,6,6,6,12,16,16,16,16	7
2,2,2,2,2,2,4,4,6,6,6,6,12,16,16,32	7
2,2,2,2,2,2,4,4,8,8,12,12,12,24,24	7
2,2,2,2,2,2,6,6,8,8,8,12,12,16,16,16	7
2,2,2,2,2,2,8,8,8,8,8,12,24,32	7
2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,16,16,16	7
2,2,2,2,4,4,4,6,6,6,6,6,6,8,8,24,24	7
2,2,2,2,4,6,6,8,16,16,24,32	7
2,2,2,2,4,6,6,8,8,8,8,8,12,12,16,16	7
2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,16	7
2,2,2,4,10,10,10,20,20,40	7
2,2,2,6,6,6,6,6,12,12,12,12,12,24	7
2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,12,12,12	7
2,2,4,4,4,4,4,4,6,6,8,8,8,8,8,12,12,16	7
2,2,4,4,4,4,4,4,8,8,8,12,24,32	7
2,2,4,4,4,4,6,6,6,6,8,8,12,24,24	7
2,2,4,4,4,4,8,8,8,8,12,16,16,24	7
2,2,4,4,4,4,8,8,8,8,12,24,32	7
2,2,4,4,8,8,8,8,8,12,16,16,24	7
2,2,4,4,8,8,8,8,8,8,8,12,12,12,16	7
2,2,4,8,8,8,8,8,8,8,8,8,8,8,8,16	7
2,2,6,6,20,24,30,30	7
2,4,6,6,6,12,12,12,12,12,12,12,12	7
2,4,6,6,6,6,12,12,12,18,36	7
2,6,6,6,6,6,6,6,12,64	7
3,18,18,81	7
3,3,3,3,12,24,24,24,24	7
3,3,6,18,27,27,36	7
3,3,6,9,9,18,18,18,36	7
3,4,4,4,9,24,72	7
3,6,6,9,12,12,36,36	7
3,9,27,27,27,27	7
3,9,27,27,54	7
3,9,9,18,81	7
4,4,4,12,12,12,12,12,48	7
4,4,4,4,4,8,8,8,8,12,16,16,24	7
4,4,4,6,6,8,8,8,8,8,24,32	7
4,6,6,12,12,20,60	7
4,8,12,12,12,12,12,12,12,12,12	7
6,12,12,18,18,18,18,18	7
6,6,12,12,12,18,18,36	7
8,28,28,28,28	7
8,8,12,12,16,16,48	7
8,8,12,12,32,48	7
1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	6
1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8	6
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,8,8,16,16,16,16	6
1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8	6
1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	6
1,1,1,1,2,2,2,2,2,2,4,4,16,16,16,16,16,16	6
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,16	6
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,16	6
1,1,1,1,2,2,2,2,2,2,8,16,16,16,16,16,16	6
1,1,1,1,2,2,2,2,2,2,8,8,8,8,8,16,16,32	6
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	6
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,8,8,16,16,16,16	6
1,1,1,1,2,2,2,2,4,4,4,4,4,8,8,8,16,16,16,16	6
1,1,1,1,2,2,2,2,4,4,4,8,8,8,8,8,8,16,16,16	6
1,1,1,1,2,2,4,12,16,16,16,16,32	6
1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8	6
1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,16,16	6
1,1,1,1,3,3,3,3,8,12,12,12,12,12,12,12,12	6
1,1,1,1,4,4,4,4,4,4,4,4,4,8,8,8,8,16,16,16	6
1,1,1,1,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8	6
1,1,12,12,30,64	6
1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,16,16,16,16	6
1,1,2,2,2,2,2,4,8,8,8,8,8,16,16,16,16	6
1,1,2,2,2,2,2,8,8,8,8,12,64	6
1,1,2,2,2,4,4,8,8,8,8,8,16,16,32	6
1,1,2,2,2,4,8,8,12,16,16,16,32	6
1,1,2,2,2,8,8,16,16,16,16,32	6
1,1,2,3,3,6,8,12,12,12,12,12,12,24	6
1,1,2,4,4,4,4,4,16,16,16,16,16,16	6
1,1,2,4,8,8,16,16,16,16,16,16	6
1,1,24,30,32,32	6
1,1,3,3,4,4,8,48,48	6
1,1,6,12,16,18,18,48	6
1,1,6,6,6,12,12,12,32,32	6
1,2,3,3,3,3,6,6,6,6,9,9,9,18,18,18	6
1,3,4,4,12,24,24,24,24	6
1,3,4,4,4,4,4,48,48	6
10,10,12,12,12,24,40	6
12,12,12,12,72	6
12,12,12,20,32,32	6
12,12,12,20,64	6
12,16,16,20,24,32	6
12,36,36,36	6
2,12,12,30,32,32	6
2,2,2,2,2,2,12,16,16,16,16,32	6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,8,8,8,8,8,8,8,8,8	6
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8	6
2,2,2,2,2,2,2,2,2,2,4,8,8,8,8,16,16,32	6
2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,16,16,32	6
2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,16,16,16	6
2,2,2,2,2,2,2,2,4,4,4,4,8,8,8,8,8,8,8,8,8,16	6
2,2,2,2,2,2,2,2,4,4,8,8,8,8,8,8,16,32	6
2,2,2,2,2,2,2,2,8,8,8,16,16,16,16,16	6
2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,16,16,16	6
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,16,16	6
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8	6
2,2,2,2,2,2,4,4,4,4,4,4,6,6,12,12,12,12,12,12	6
2,2,2,2,2,2,4,8,8,8,8,8,8,8,8,8,32	6
2,2,2,2,2,2,8,8,12,16,16,16,16,16	6
2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,16,16,32	6
2,2,2,2,4,8,8,12,16,16,16,32	6
2,2,2,2,4,8,8,8,8,12,16,16,16,16	6
2,2,2,2,4,8,8,8,8,8,12,24,32	6
2,2,2,6,6,6,6,6,12,12,12,12,12,12,12	6
2,2,2,6,6,6,6,6,6,6,6,6,6,6,12,12,12,12	6
2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,8,32	6
2,2,4,4,8,8,8,8,12,16,16,16,16	6
2,2,4,4,8,8,8,8,8,8,12,16,16,16	6
2,3,3,6,6,12,12,12,16,48	6
2,4,4,10,20,20,20,20,20	6
2,4,4,4,4,6,12,12,12,12,12,12,12,12	6
2,4,4,6,8,12,12,12,12,12,12,24	6
2,4,6,6,6,12,12,18,18,36	6
2,6,12,12,12,12,16,16,16,16	6
2,6,12,12,12,12,16,16,32	6
2,6,12,12,16,24,24,24	6
2,6,6,6,6,6,12,12,64	6
2,6,6,6,6,6,6,6,12,32,32	6
20,40,60	6
28,28,28,36	6
3,3,6,9,9,18,18,18,18,18	6
3,9,9,9,9,27,27,27	6
4,10,10,12,24,60	6
4,4,4,12,12,12,12,12,12,12,12,12	6
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8	6
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,16,16,16	6
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,16,16	6
4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,32	6
4,4,4,4,6,6,6,6,16,16,24,24	6
4,4,4,4,8,12,12,12,12,12,12,24	6
4,4,4,4,8,24,24,48	6
4,4,4,6,6,12,12,12,12,48	6
4,4,4,8,8,12,16,16,16,32	6
4,6,6,6,6,8,12,24,48	6
4,8,8,8,8,8,8,8,12,16,16,16	6
6,18,18,18,60	6
6,18,30,30,36	6
6,6,10,10,12,12,12,12,20,20	6
6,6,6,6,12,12,12,12,12,12,24	6
6,6,6,6,12,12,12,20,20,20	6
8,14,42,56	6
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	5
1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	5
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8	5
1,1,1,1,12,12,12,15,15,15,15,20	5
1,1,1,1,2,10,10,10,20,32,32	5
1,1,1,1,2,2,2,2,12,16,16,16,16,32	5
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,32,32	5
1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,6,6,6,6,6,6,12,12,12	5
1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8	5
1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,16,16	5
1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,6,6,6,6,6,6,6,6,12,12	5
1,1,1,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,32,32	5
1,1,1,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,8,8,24,24	5
1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,6,6,6,6,6,6,8,12,12,12	5
1,1,1,1,2,2,2,2,2,2,4,4,8,8,8,8,16,16,32	5
1,1,1,1,2,2,2,2,2,2,4,6,6,6,6,8,8,8,8,12,16,16	5
1,1,1,1,2,2,2,2,4,4,12,12,12,16,16,32	5
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8	5
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8	5
1,1,1,1,2,2,2,2,4,4,4,8,8,16,16,16,16,16	5
1,1,1,1,2,2,2,2,4,4,4,8,8,8,8,8,8,8,8,32	5
1,1,1,1,2,2,2,2,4,4,6,6,6,6,8,8,8,8,12,16,16	5
1,1,1,1,2,2,2,2,8,8,8,8,8,12,24,32	5
1,1,1,1,2,2,2,5,5,5,5,10,10,10,10,10,10,10,10,10	5
1,1,1,1,2,2,4,4,4,12,12,12,16,16,32	5
1,1,1,1,2,2,4,4,4,4,4,6,6,8,12,12,12,12,24	5
1,1,1,1,2,2,4,4,4,4,8,8,8,8,8,8,8,8,8,8,16	5
1,1,1,1,2,2,4,4,4,6,6,12,12,16,16,32	5
1,1,1,1,2,2,4,4,4,6,6,8,8,8,8,8,8,12,12,16	5
1,1,1,1,2,2,4,8,12,16,16,16,16,24	5
1,1,1,1,2,2,8,8,8,8,8,8,16,16,32	5
1,1,1,1,4,4,4,4,6,6,12,12,16,16,16,16	5
1,1,1,1,4,4,4,8,8,8,8,8,8,8,8,8,16,16	5
1,1,1,1,4,4,8,8,12,16,16,16,16,16	5
1,1,1,1,8,12,16,16,16,16,16,16	5
1,1,2,12,12,12,15,15,20,30	5
1,1,2,2,10,10,10,20,32,32	5
1,1,2,2,10,16,16,20,20,32	5
1,1,2,2,2,16,16,16,16,16,32	5
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,16,16,16,16	5
1,1,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,8,8,24,24	5
1,1,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,32,32	5
1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,64	5
1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,16,16,16,16	5
1,1,2,2,2,2,2,8,8,8,8,12,32,32	5
1,1,2,2,2,3,3,4,4,4,4,4,6,6,6,6,6,8,12,12,24	5
1,1,2,2,2,3,3,4,4,4,4,4,6,6,6,8,12,12,12,12,12	5
1,1,2,2,2,3,3,4,4,4,4,4,6,8,12,12,12,12,24	5
1,1,2,2,2,4,4,4,6,6,12,12,16,16,32	5
1,1,2,2,2,4,4,4,6,6,6,6,12,16,16,32	5
1,1,2,2,2,4,6,6,8,12,12,16,16,16,16	5
1,1,2,2,2,8,8,16,16,16,16,16,16	5
1,1,2,2,3,3,6,6,6,6,6,6,12,12,12,12,12,12	5
1,1,2,2,3,3,6,6,6,6,6,6,12,12,12,12,24	5
1,1,2,2,4,5,5,10,10,20,20,40	5
1,1,2,3,3,4,4,4,4,4,4,6,6,6,8,12,12,12,24	5
1,1,2,4,4,4,4,6,6,12,12,16,16,32	5
1,1,2,6,6,12,12,15,15,20,30	5
1,1,3,3,3,3,3,3,4,4,4,4,6,6,6,12,12,12,12,18	5
1,1,3,3,4,6,6,6,6,12,12,12,12,12,12,12	5
1,2,18,18,27,54	5
1,2,3,3,3,3,6,6,6,6,9,9,9,18,36	5
1,2,3,3,3,3,6,6,9,9,9,12,18,18,18	5
1,2,3,3,6,6,6,6,6,9,18,18,36	5
1,2,3,3,6,6,6,9,12,18,18,18,18	5
1,2,9,9,18,27,54	5
1,21,35,63	5
1,3,3,3,5,5,5,5,5,5,5,15,15,15,15,15	5
1,3,4,4,6,6,48,48	5
1,3,6,6,8,24,24,24,24	5
1,35,84	5
14,14,14,14,64	5
2,12,12,20,20,24,30	5
2,2,2,10,10,10,10,10,32,32	5
2,2,2,10,10,10,16,16,16,16,20	5
2,2,2,10,16,16,20,20,32	5
2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10	5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8	5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6	5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,8,8,8,8,8,8,8,8,8	5
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,32,32	5
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,8,8,8,8,8,8,8,8,8,8	5
2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,6,6,6,6,6,6,6,6,12,12,12	5
2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8	5
2,2,2,2,2,2,2,2,2,2,4,16,16,16,16,16,16	5
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,32,32	5
2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8	5
2,2,2,2,2,2,2,2,2,2,4,4,4,4,6,6,6,6,6,6,6,6,6,6,12,12	5
2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,16,48	5
2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,8,8,8,8,8,8,8,8	5
2,2,2,2,2,2,2,2,2,2,6,6,6,6,8,8,8,8,8,8,8,8,12	5
2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,12,12,12	5
2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,16	5
2,2,2,2,2,2,2,2,4,4,4,4,4,8,8,12,12,12,16,16	5
2,2,2,2,2,2,2,2,4,6,6,6,6,12,32,32	5
2,2,2,2,2,2,2,2,4,6,6,6,6,8,8,12,24,24	5
2,2,2,2,2,2,2,2,4,6,6,6,6,8,8,8,8,12,16,16	5
2,2,2,2,2,2,2,2,4,6,6,8,8,8,8,12,12,16,16	5
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8	5
2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,8,16,16,16	5
2,2,2,2,2,2,4,4,4,4,8,12,12,12,12,12,24	5
2,2,2,2,2,2,4,4,4,4,8,12,12,12,16,16,16	5
2,2,2,2,2,2,4,4,6,6,12,12,32,32	5
2,2,2,2,2,2,4,4,6,6,6,6,6,6,8,8,24,24	5
2,2,2,2,2,2,4,4,6,6,6,6,8,8,8,8,12,16,16	5
2,2,2,2,2,2,4,4,6,6,8,8,8,8,8,8,12,12,16	5
2,2,2,2,2,2,4,4,8,8,8,8,12,16,16,24	5
2,2,2,2,2,2,4,4,8,8,8,8,12,24,32	5
2,2,2,2,2,2,8,12,16,16,16,16,24	5
2,2,2,2,2,2,8,8,12,16,32,32	5
2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,8,8,8,8,12	5
2,2,2,2,4,4,4,4,4,4,4,6,6,8,8,8,8,12,12,16	5
2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,12,12,12	5
2,2,2,2,4,4,4,4,4,6,6,6,6,6,6,8,12,12,24	5
2,2,2,2,4,4,4,4,4,8,8,8,12,16,16,24	5
2,2,2,2,4,4,4,6,6,8,8,12,12,16,16,16	5
2,2,2,2,4,4,4,6,6,8,8,8,8,8,8,12,12,16	5
2,2,2,2,4,4,4,8,8,8,8,8,8,12,12,12,16	5
2,2,2,2,4,8,8,12,16,16,16,16,16	5
2,2,2,2,4,8,8,8,8,12,32,32	5
2,2,2,4,10,10,10,10,10,20,40	5
2,2,4,4,4,4,4,4,4,4,6,6,8,8,8,8,8,8,12,12	5
2,2,4,4,4,4,4,4,6,6,6,6,8,12,12,12,24	5
2,2,4,4,4,4,4,4,8,12,16,24,32	5
2,2,4,4,4,4,6,6,8,8,16,16,16,24	5
2,2,4,4,4,4,6,6,8,8,8,8,8,8,12,12,16	5
2,2,4,4,4,4,8,8,8,8,8,8,8,8,12,12,12	5
2,2,4,4,6,6,6,6,12,24,24,24	5
2,2,4,4,6,6,8,8,8,8,8,24,32	5
2,2,6,6,12,12,20,30,30	5
2,2,6,6,6,6,12,20,30,30	5
2,4,10,10,10,16,16,20,32	5
2,4,4,4,4,6,48,48	5
2,4,4,6,6,6,6,6,8,12,12,12,12,24	5
2,4,6,12,12,12,12,12,12,12,12,12	5
2,4,6,12,12,12,12,18,18,24	5
2,4,6,12,24,24,24,24	5
2,6,6,6,6,6,6,6,6,6,16,48	5
3,3,10,10,16,30,48	5
3,9,9,9,9,81	5
4,10,10,36,60	5
4,4,12,12,12,12,16,16,16,16	5
4,4,4,4,4,4,4,4,4,12,12,12,16,16,16	5
4,4,4,4,4,4,4,4,8,16,16,16,16,16	5
4,4,4,4,4,4,4,8,12,16,24,32	5
4,4,4,4,4,4,4,8,8,8,12,24,32	5
4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6	5
4,4,4,4,4,6,6,8,8,16,16,16,24	5
4,4,4,4,4,6,6,8,8,16,24,32	5
4,4,4,4,4,6,6,8,8,8,8,16,16,24	5
4,4,4,4,4,6,6,8,8,8,8,24,32	5
4,4,4,4,4,8,8,12,16,16,16,24	5
4,4,4,6,6,12,36,48	5
4,4,4,6,6,24,24,24,24	5
4,4,4,8,8,8,8,8,8,12,16,16,16	5
4,4,8,24,24,24,32	5
4,4,8,24,32,48	5
4,4,8,8,12,12,24,48	5
4,5,5,5,5,6,20,20,20,30	5
6,6,12,12,12,24,24,24	5
6,6,6,6,12,12,12,12,12,12,12,12	5
6,6,6,6,12,12,18,18,18,18	5
6,6,6,6,24,24,24,24	5
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	4
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,6,6,6,6,6,6,6,6,12	4
1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,8,8,8,8,8,8,8,16,16	4
1,1,1,1,1,1,1,1,2,2,4,4,4,8,8,8,8,8,8,8,8,16,16	4
1,1,1,1,1,1,1,1,2,2,4,4,8,8,8,8,12,12,12,16,16	4
1,1,1,1,1,1,1,1,2,2,8,8,8,8,12,16,16,16,16	4
1,1,1,1,1,1,1,1,4,12,16,16,16,16,16,16	4
1,1,1,1,1,1,1,1,4,4,4,12,12,12,16,16,16,16	4
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16	4
1,1,1,1,1,1,1,1,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8	4
1,1,1,1,1,1,1,1,4,4,4,6,6,6,6,8,8,8,8,8,8,8,8,12	4
1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,16,16,16,16	4
1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,6,6,6,6,6,12,12,12,12	4
1,1,1,1,1,1,2,2,2,2,2,2,2,6,6,6,6,6,6,16,16,16,16	4
1,1,1,1,1,1,2,2,2,8,8,8,8,12,16,16,16,16	4
1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9	4
1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9	4
1,1,1,1,2,2,2,2,12,16,16,16,16,16,16	4
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8,8	4
1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,6,6,6,6,12,12,12,12	4
1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8	4
1,1,1,1,2,2,2,2,2,2,2,2,4,8,8,8,8,8,8,8,8,8,8,8,8	4
1,1,1,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,16,16,16,16	4
1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8	4
1,1,1,1,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8	4
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16	4
1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,16	4
1,1,1,1,2,2,2,2,4,4,4,4,4,4,6,6,8,8,8,8,12,12,16	4
1,1,1,1,2,2,2,2,4,4,4,4,4,8,8,8,8,8,16,16,16	4
1,1,1,1,2,2,2,2,4,4,4,4,8,12,12,12,12,12,24	4
1,1,1,1,2,2,2,2,4,4,4,4,8,8,8,12,16,16,24	4
1,1,1,1,2,2,2,2,4,4,4,8,8,8,8,8,8,16,32	4
1,1,1,1,2,2,2,2,4,4,6,6,8,8,8,8,12,12,16,16	4
1,1,1,1,2,2,2,2,4,8,8,8,8,8,8,8,8,8,8,8,16	4
1,1,1,1,2,2,2,2,8,12,16,16,16,16,24	4
1,1,1,1,2,2,2,2,8,8,8,8,12,16,16,16,16	4
1,1,1,1,2,2,2,2,8,8,8,8,8,8,12,16,16,16	4
1,1,1,1,2,2,2,5,5,5,5,10,10,10,10,10,10,10,20	4
1,1,1,1,2,2,2,5,5,5,5,10,10,10,20,20,20	4
1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,16,16	4
1,1,1,1,2,2,4,4,4,6,6,8,8,8,8,12,12,16,16	4
1,1,1,1,2,6,6,6,6,6,6,6,6,6,6,9,9,9,9,18	4
1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4,12,12,12,12,12,12	4
1,1,1,1,4,4,12,16,16,16,16,16,16	4
1,1,1,1,4,8,8,8,8,8,8,8,8,16,16,16	4
1,1,1,3,3,3,4,8,24,24,24,24	4
1,1,12,12,12,16,16,16,16,18	4
1,1,12,12,12,16,16,18,32	4
1,1,12,12,30,32,32	4
1,1,2,2,10,10,10,10,10,64	4
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,64	4
1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,16,16,16,16	4
1,1,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,16,48	4
1,1,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,64	4
1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4,6,6,6,12,12,12,12,12	4
1,1,2,2,2,2,2,2,2,4,6,6,6,6,12,16,16,16,16	4
1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,6,6,6,6,6,12,12,12,12	4
1,1,2,2,2,2,2,4,4,4,8,8,8,8,16,16,16,16	4
1,1,2,2,2,2,2,4,4,6,6,6,6,12,16,16,16,16	4
1,1,2,2,2,2,2,8,8,12,16,16,16,16,16	4
1,1,2,2,2,2,5,5,10,10,10,10,10,10,20,20	4
1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16	4
1,1,2,2,2,4,4,8,8,8,16,16,16,16,16	4
1,1,2,2,3,3,3,3,3,3,6,6,6,6,6,6,6,6,12,12,12,12	4
1,1,2,2,4,5,5,5,5,5,5,10,10,10,10,10,10,20	4
1,1,2,2,6,6,6,6,6,6,6,6,6,6,9,9,18,18	4
1,1,2,3,3,4,4,6,12,12,12,12,24,24	4
1,1,2,3,3,6,6,6,8,12,12,12,24,24	4
1,1,2,4,4,4,4,4,32,32,32	4
1,1,2,4,4,4,4,6,6,8,8,12,12,24,24	4
1,1,2,4,4,4,8,16,16,16,16,32	4
1,1,3,3,3,3,3,3,4,6,6,12,12,12,12,12,12,12	4
1,1,3,3,4,4,4,4,24,24,24,24	4
1,1,3,3,4,4,4,4,48,48	4
1,1,3,3,4,4,8,12,12,12,12,24,24	4
1,1,3,3,4,4,8,12,12,24,24,24	4
1,1,3,3,4,6,6,24,24,24,24	4
1,1,3,3,6,6,12,16,24,48	4
1,1,3,3,6,6,6,6,6,6,8,8,12,24,24	4
1,1,4,10,10,10,20,32,32	4
1,1,6,6,6,12,24,64	4
1,1,6,6,6,16,18,18,48	4
1,1,6,6,6,6,6,6,16,16,16,16,18	4
1,2,3,4,4,4,6,24,24,48	4
1,2,3,6,9,9,18,18,18,36	4
1,3,3,3,5,15,15,15,60	4
1,3,4,4,4,8,24,24,24,24	4
1,3,4,4,4,8,24,24,48	4
1,7,7,7,14,21,21,21,21	4
10,10,10,10,40,40	4
12,12,12,12,12,12,48	4
12,12,12,16,16,16,16,20	4
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,8,8,8,8,8,8,8	4
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,8,8,8,8,8,8,8,8	4
